1,1,1,1
0.9,1.1,1.1,1.0055
0.8,1,1.2,0.995
0.7,0.9,1.3,0.9845
0.6,1,1.4,0.9775
0.5,0.9,1.5,0.965
0.4,0.9,1.6,0.9485
0.3,0.9,1.7,0.928
0.3,0.9,1.8,0.921
0.3,0.8,1.9,0.907
0.3,0.8,2,0.9065
0.3,0.8,2.1,0.898
0.3,0.8,2.2,0.902
0.3,0.8,2.3,0.9055
0.3,0.8,2.4,0.904
0.3,0.8,2.5,0.901
0.3,0.8,2.6,0.909
0.3,0.7,2.7,0.903
0.3,0.7,2.8,0.9075
0.3,0.7,2.9,0.9005
0.3,0.7,3,0.9055
0.3,0.7,3.1,0.9065
0.3,0.6,3.2,0.904
0.3,0.6,3.3,0.902
0.3,0.6,3.3,0.9035
0.3,0.6,3.4,0.9025
0.3,0.6,3.5,0.907
0.3,0.6,3.6,0.9085
0.3,0.5,3.7,0.901
0.3,0.6,3.8,0.8995
0.3,0.5,3.9,0.905
0.3,0.6,4,0.9035
0.3,0.5,4.1,0.9095
0.3,0.5,4.1,0.9035
0.3,0.5,4.2,0.902
0.3,0.5,4.3,0.9105
0.3,0.5,4.4,0.9195
0.3,0.5,4.5,0.9145
0.3,0.6,4.6,0.908
0.3,0.6,4.7,0.909
0.3,0.6,4.8,0.9095
0.3,0.6,4.9,0.917
0.3,0.6,5,0.913
0.3,0.6,5.1,0.922
0.3,0.6,5.2,0.926
0.3,0.6,5.3,0.9155
0.3,0.6,5.4,0.922
0.3,0.6,5.5,0.913
0.3,0.6,5.6,0.913
0.3,0.6,5.7,0.9125
0.3,0.6,5.8,0.916
0.3,0.6,5.9,0.9125
0.3,0.6,5.9,0.928
0.3,0.6,6,0.9185
0.3,0.6,6.1,0.93
0.3,0.6,6.2,0.9325
0.3,0.6,6.3,0.94
0.3,0.6,6.4,0.9325
0.3,0.6,6.5,0.9295
0.3,0.6,6.5,0.9435
0.3,0.5,6.5,0.947
0.3,0.6,6.6,0.9495
0.3,0.6,6.6,0.96
0.3,0.6,6.6,0.9705
0.3,0.6,6.6,0.976
0.3,0.5,6.7,0.9775
0.3,0.6,6.8,0.9805
0.3,0.5,6.9,0.9775
0.3,0.5,7,0.985
0.3,0.6,7.1,1.0065
0.3,0.6,7.2,1.014
0.3,0.6,7.2,1.0255
0.3,0.6,7.3,1.038
0.3,0.6,7.4,1.0445
0.3,0.6,7.5,1.061
0.3,0.6,7.6,1.0715
0.3,0.7,7.7,1.0825
0.3,0.6,7.8,1.0995
0.3,0.6,7.9,1.0995
0.3,0.6,8,1.1145
0.3,0.7,8.1,1.1295
0.3,0.7,8.1,1.154
0.3,0.7,8.1,1.1505
0.3,0.7,8.2,1.148
0.3,0.7,8.3,1.1675
0.3,0.7,8.4,1.1755
0.3,0.7,8.5,1.1795
0.3,0.8,8.6,1.1805
0.3,0.8,8.7,1.192
0.3,0.8,8.8,1.2035
0.3,0.8,8.9,1.2005
0.3,0.8,9,1.22
0.3,0.8,9.1,1.2155
0.3,0.8,9.2,1.214
0.3,0.9,9.3,1.225
0.3,0.8,9.4,1.2175
0.3,0.9,9.5,1.2205
0.3,0.9,9.6,1.2305
0.3,0.8,9.7,1.234
0.3,0.9,9.8,1.248
0.3,0.8,9.9,1.264
0.3,0.9,10,1.285
0.3,0.9,10.1,1.2885
0.3,0.9,10.2,1.2965
0.3,0.9,10.3,1.3105
0.3,0.9,10.4,1.304
0.3,0.9,10.5,1.3075
0.3,0.9,10.6,1.311
0.3,0.9,10.7,1.3405
0.3,1,10.8,1.3635
0.3,1,10.9,1.393
0.3,1,11,1.415
0.3,1,11,1.4355
0.3,1,11.1,1.4315
0.3,1.1,11.1,1.453
0.3,1.1,11.1,1.4595
0.3,1,11.1,1.4835
0.3,1.1,11.1,1.509
0.3,1.1,11.1,1.542
0.3,1.1,11.1,1.571
0.3,1.2,11.1,1.603
0.3,1.2,11.1,1.64
0.3,1.3,11.1,1.6485
0.3,1.3,11.2,1.6955
0.3,1.4,11.2,1.7245
0.3,1.4,11.3,1.746
0.3,1.5,11.4,1.766
0.3,1.4,11.4,1.787
0.3,1.4,11.5,1.7765
0.3,1.4,11.5,1.7865
0.3,1.5,11.5,1.8035
0.3,1.6,11.6,1.846
0.3,1.5,11.6,1.8305
0.3,1.6,11.6,1.8665
0.3,1.5,11.6,1.851
0.3,1.6,11.6,1.8805
0.3,1.6,11.7,1.8725
0.3,1.6,11.7,1.891
0.3,1.6,11.7,1.8905
0.3,1.6,11.8,1.918
0.3,1.6,11.9,1.908
0.3,1.6,11.9,1.9245
